insert, update, select, sum, delete
0.021438, 0.05698399999999999, 2.2903979999999997, 0.033802999999999805, 0.005339000000000205 
0.034912000000000276, 0.0366439999999999, 2.2647370000000002, 0.03841099999999997, 0.0056949999999993395 
0.03390000000000004, 0.044661000000000506, 2.2724850000000005, 0.032585000000000086, 0.008453000000000266 
0.027163999999999966, 0.04209599999999991, 2.1019000000000005, 0.026666999999999774, 0.005345999999999407 
0.03241899999999909, 0.05246799999999929, 2.0204749999999994, 0.029676000000000258, 0.0049320000000001585 
0.024824000000000623, 0.036737000000000464, 2.034725999999999, 0.040734999999999744, 0.005604999999999194 
0.03153299999999959, 0.0409809999999986, 1.9890860000000004, 0.02779299999999907, 0.00492599999999932 
0.02616400000000141, 0.04027400000000014, 2.049054999999999, 0.030297000000000907, 0.004952999999996877 
0.025289000000000783, 0.040928000000000964, 2.0826659999999997, 0.03543799999999919, 0.004246999999999446 
0.028404999999999347, 0.03978500000000196, 2.0703510000000023, 0.03077599999999947, 0.0035370000000014556 
